img,z,conf
1692847053.437634,5.688,0.6408
1692847053.469577,5.688,0.6503
1692847053.505624,5.46,0.592
1692847053.537497,5.46,0.667
1692847053.569548,5.46,0.6206
1692847053.605988,5.46,0.5716
1692847053.637543,5.46,0.4607
1692847053.669927,5.46,0.4866
1692847053.705487,5.279,0.5565
1692847053.737477,5.279,0.5833
1692847053.769672,5.279,0.6006
1692847053.805665,5.279,0.55
1692847053.837470,5.279,0.5164
1692847053.869601,5.279,0.5043
1692847053.905742,5.042,0.4919
1692847053.937518,5.042,0.528
1692847053.969940,5.042,0.4796
1692847054.005617,5.042,0.4486
1692847054.037568,5.042,0.4079
1692847054.069774,5.042,0.4523
1692847054.105546,4.802,0.4901
1692847054.137573,4.802,0.4227
1692847054.169658,4.802,0.5281
1692847054.205525,4.802,0.4877
1692847054.237511,4.802,0.4938
1692847054.269829,4.802,0.5227
1692847054.305650,4.622,0.4476
1692847054.337716,4.622,0.4363
1692847054.369781,4.622,0.5335
1692847054.405497,4.622,0.4624
1692847054.437546,4.622,0.5006
1692847054.469579,4.622,0.5748
1692847054.505462,4.395,0.4254
1692847054.537580,4.395,0.3679
1692847054.569550,4.395,0.5064
1692847054.605565,4.395,0.3318
1692847054.637528,4.395,0.6706
1692847054.669667,4.395,0.388
1692847054.705604,4.17,0.4158
1692847054.737520,4.17,0.4118
1692847054.769600,4.17,0.3443
1692847054.805590,4.17,0.3701
1692847054.837605,4.17,0.5382
1692847054.869749,4.17,0.4072
1692847054.905584,3.986,0.2413
1692847054.937493,3.986,0.3891
1692847054.969815,3.986,0.3943
1692847055.005578,3.986,0.3943
1692847055.037606,3.986,0.4336
1692847055.069581,3.986,0.3867
1692847055.105492,3.738,0.5235
1692847055.137486,3.738,0.2956
1692847055.169552,3.738,0.4349
1692847055.205529,3.738,0.3924
1692847055.237545,3.738,0.37
1692847055.269618,3.738,0.5725
1692847055.305510,3.492,0.4021
1692847055.337569,3.492,0.4724
1692847055.369811,3.492,0.3717
1692847055.405517,3.492,0.3702
1692847055.437485,3.492,0.3864
1692847055.469626,3.492,0.389
1692847055.505529,3.308,0.4103
1692847055.537489,3.308,0.4789
1692847055.569539,3.308,0.4247
1692847055.605731,3.308,0.3927
1692847055.637875,3.308,0.3667
1692847055.669818,3.308,0.3738
1692847055.705610,3.087,0.4419
1692847055.737509,3.087,0.4504
1692847055.769576,3.087,0.4328
1692847055.805587,3.087,0.4256
1692847055.837519,3.087,0.3786
1692847055.869588,3.087,0.4015
1692847055.905621,2.853,0.4799
1692847055.937560,2.853,0.4237
1692847055.969645,2.853,0.3975
1692847056.005677,2.853,0.4391
1692847056.038179,2.853,0.5088
1692847056.069854,2.853,0.3278
1692847056.105679,2.66,0.3952
1692847056.137515,2.66,0.4768
1692847056.169630,2.66,0.4434
1692847056.205604,2.66,0.416
1692847056.237515,2.66,0.4226
1692847056.269590,2.66,0.3693
1692847056.305565,2.427,0.3796
1692847056.337528,2.427,0.4017
1692847056.369629,2.427,0.4261
1692847056.405597,2.427,0.3937
1692847056.437758,2.427,0.3968
1692847056.469820,2.427,0.4318
1692847056.505582,2.177,0.4249
1692847056.537591,2.177,0.4786
1692847056.569710,2.177,0.4512
1692847056.605528,2.177,0.4179
1692847056.637530,2.177,0.4955
1692847056.669590,2.177,0.3786
1692847056.705588,1.992,0.4077
1692847056.737554,1.992,0.4044
1692847056.769660,1.992,0.4966
1692847056.805512,1.992,0.3047
1692847056.837547,1.992,0.4902
1692847056.869608,1.992,0.3293
1692847056.905633,1.772,0.4283
1692847056.937535,1.772,0.4062
1692847056.969556,1.772,0.4569
1692847057.005463,1.772,0.4182
1692847057.037483,1.772,0.4782
1692847057.069848,1.772,0.4299
1692847057.105709,1.547,0.456
1692847057.137516,1.547,0.4777
1692847057.169674,1.547,0.4518
1692847057.205757,1.547,0.4011
1692847057.237948,1.547,0.393
1692847057.269913,1.547,0.5941
1692847057.305668,1.321,0.4371
1692847057.337498,1.321,0.5652
1692847057.369692,1.321,0.5412
1692847057.405636,1.321,0.5259
1692847057.437511,1.321,0.4081
1692847057.474289,1.321,0.4102
1692847057.505491,1.136,0.336
1692847057.537557,1.136,0.3604
1692847057.569535,1.136,0.3879
1692847057.605611,1.136,0.4014
1692847057.637456,1.136,0.3439
1692847057.669525,1.136,0.3611
